Region,Customer_ID,Customer_Name,Sales,region_rank
North,LC-171402,Logan Currie,1357,319
North,LC-171403,Logan Currie,573,645
North,LD-168552,Lela Donovan,3274,57
North,LD-168553,Lela Donovan,1472,290
North,LD-170052,Lisa DeCherney,158,1035
North,LD-170053,Lisa DeCherney,1661,249
North,LE-168103,Laurel Elliston,521,687
North,LF-171852,Luke Foster,2014,174
North,LH-167503,Larry Hughes,1178,380
North,LH-169002,Lena Hernandez,47,1217
North,LH-169003,Lena Hernandez,965,454
North,LH-170203,Lisa Hazard,587,640
North,LH-171552,Logan Haushalter,153,1043
North,LH-171553,Logan Haushalter,32,1248
North,LL-168402,Lauren Leatherbury,628,613
North,LL-168403,Lauren Leatherbury,495,711
North,LO-171702,Lori Olson,1174,382
North,LO-171703,Lori Olson,1045,426
North,LP-170802,Liz Pelletier,261,901
North,LP-170803,Liz Pelletier,1486,288
North,LP-170952,Liz Preis,906,477
North,LP-170953,Liz Preis,8,1282
North,LR-169152,Lena Radford,4915,14
North,LR-169153,Lena Radford,241,928
North,LS-169452,Linda Southworth,146,1056
North,LS-169453,Linda Southworth,123,1086
North,LS-169752,Lindsay Shagiari,106,1110
North,LS-169753,Lindsay Shagiari,704,576
North,LS-172003,Luke Schmidt,48,1214
North,LS-172302,Lycoris Saunders,143,1061
North,LS-172303,Lycoris Saunders,736,557
North,LS-172452,Lynn Smith,96,1129
North,LS-172453,Lynn Smith,3261,58
North,LT-167652,Larry Tron,730,560
North,LT-167653,Larry Tron,549,672
North,LT-171103,Liz Thompson,920,471
North,LW-168252,Laurel Workman,2199,146
North,LW-171252,Liz Willingham,539,678
North,LW-172153,Luke Weiss,260,903
North,MA-175602,Matt Abelman,1424,298
North,MA-175603,Matt Abelman,768,540
North,MA-179952,Michelle Arnett,51,1204
North,MA-179953,Michelle Arnett,425,750
North,MB-173052,Maria Bertelson,620,618
North,MB-173053,Maria Bertelson,2504,115
North,MB-180852,Mick Brown,407,768
North,MB-180853,Mick Brown,3572,47
North,MC-172753,Marc Crier,1542,273
North,MC-174253,Mark Cousins,2194,147
North,MC-175752,Matt Collins,250,917
North,MC-175753,Matt Collins,477,721
North,MC-175902,Matt Collister,330,827
North,MC-175903,Matt Collister,442,739
North,MC-176052,Matt Connell,1271,346
North,MC-176053,Matt Connell,1407,305
North,MC-176352,Matthew Clasen,646,606
North,MC-176353,Matthew Clasen,3700,43
North,MC-178453,Michael Chen,135,1072
North,MC-181003,Mick Crebagga,1138,390
North,MC-181302,Mike Caudle,1768,220
North,MC-181303,Mike Caudle,625,615
North,MD-173502,Maribeth Dona,676,591
North,MD-173503,Maribeth Dona,2851,84
North,MD-178602,Michael Dominguez,472,725
North,MD-178603,Michael Dominguez,586,641
North,ME-173202,Maria Etezadi,879,488
North,ME-177253,Max Engle,377,793
North,ME-180102,Michelle Ellison,301,854
North,ME-180103,Michelle Ellison,672,595
North,MF-176652,Maureen Fritzler,1810,209
North,MF-176653,Maureen Fritzler,86,1149
North,MF-182502,Monica Federle,1816,206
North,MF-182503,Monica Federle,366,801
North,MG-176502,Matthew Grinstein,327,829
North,MG-176953,Maureen Gnade,723,565
North,MG-178752,Michael Grace,2177,150
North,MG-178753,Michael Grace,1083,408
North,MG-178902,Michael Granlund,1433,297
North,MG-178903,Michael Granlund,33,1243
North,MG-181452,Mike Gockenbach,5964,7
North,MG-181453,Mike Gockenbach,50,1209
North,MG-182052,Mitch Gastineau,786,529
North,MG-182053,Mitch Gastineau,283,877
North,MH-172903,Marc Harrigan,2699,98
North,MH-174402,Mark Haberlin,409,766
North,MH-174403,Mark Haberlin,244,923
North,MH-174552,Mark Hamilton,123,1087
North,MH-174553,Mark Hamilton,121,1091
North,MH-176202,Matt Hagelstein,1082,410
North,MH-176203,Matt Hagelstein,2516,112
North,MH-177852,Maya Herman,1016,433
North,MH-177853,Maya Herman,706,575
North,MH-180253,Michelle Huthwaite,1691,241
North,MJ-177402,Max Jones,461,730
North,MJ-177403,Max Jones,367,800
North,MK-179052,Michael Kennedy,261,902
North,MK-179053,Michael Kennedy,103,1114
North,MK-181602,Mike Kennedy,872,492
North,MK-181603,Mike Kennedy,51,1205
North,ML-173953,Marina Lichtenstein,74,1164
North,ML-174103,Maris LaWare,882,484
North,ML-177552,Max Ludwig,159,1033
North,ML-177553,Max Ludwig,99,1121
North,ML-180402,Michelle Lonsdale,769,538
North,ML-182652,Muhammed Lee,228,942
North,ML-182653,Muhammed Lee,133,1074
North,MM-179202,Michael Moore,1775,217
North,MM-179203,Michael Moore,1133,393
North,MM-180552,Michelle Moray,680,588
North,MM-180553,Michelle Moray,1057,422
North,MM-182802,Muhammed MacIntyre,251,915
North,MM-182803,Muhammed MacIntyre,389,779
North,MN-179352,Michael Nguyen,1323,328
North,MO-175003,Mary O'Rourke,828,512
North,MO-178003,Meg O'Connel,54,1199
North,MO-179502,Michael Oakman,304,850
North,MO-179503,Michael Oakman,95,1131
North,MP-174702,Mark Packer,791,526
North,MP-174703,Mark Packer,106,1111
North,MP-179652,Michael Paige,298,859
North,MP-179653,Michael Paige,1216,365
North,MR-175453,Mathew Reese,1605,264
North,MS-173652,Maribeth Schnelling,678,589
North,MS-173653,Maribeth Schnelling,217,953
North,MS-175302,MaryBeth Skach,2561,107
North,MS-175303,MaryBeth Skach,553,668
North,MS-177102,Maurice Satty,2697,99
North,MS-177103,Maurice Satty,62,1186
North,MS-177702,Maxwell Schwartz,5695,10
North,MS-177703,Maxwell Schwartz,120,1093
North,MS-178302,Melanie Seite,1694,240
North,MS-178303,Melanie Seite,1121,397
North,MS-179802,Michael Stewart,233,937
North,MS-179803,Michael Stewart,54,1200
North,MT-178152,Meg Tillman,256,908
North,MT-178153,Meg Tillman,1192,376
North,MT-180702,Michelle Tran,1508,284
North,MT-180703,Michelle Tran,164,1028
North,MV-174853,Mark Van Huff,290,867
North,MV-181902,Mike Vittorini,153,1044
North,MV-181903,Mike Vittorini,148,1052
North,MW-182202,Mitch Webber,4201,25
North,MW-182203,Mitch Webber,408,767
North,MW-182352,Mitch Willingham,1147,389
North,MW-182353,Mitch Willingham,380,791
North,MY-173802,Maribeth Yedwab,1950,181
North,MY-173803,Maribeth Yedwab,589,638
North,MY-182952,Muhammed Yedwab,124,1080
North,MY-182953,Muhammed Yedwab,1356,320
North,MZ-173352,Maria Zettner,508,698
North,MZ-173353,Maria Zettner,459,731
North,MZ-175152,Mary Zewe,1519,282
North,MZ-175153,Mary Zewe,658,601
North,NB-185802,Nicole Brennan,70,1171
North,NB-185803,Nicole Brennan,157,1037
North,NC-183403,Nat Carroll,1008,434
North,NC-185352,Nick Crebassa,119,1095
North,NC-185353,Nick Crebassa,970,450
North,NC-186252,Noah Childs,144,1059
North,NC-186253,Noah Childs,478,720
North,ND-183702,Natalie DeCherney,2325,125
North,ND-183703,Natalie DeCherney,574,644
North,ND-184602,Neil Ducich,3200,61
North,ND-184603,Neil Ducich,913,475
North,NF-183852,Natalie Fritzler,2259,137
North,NF-183853,Natalie Fritzler,2638,104
North,NF-184752,Neil Französisch,340,821
North,NF-184753,Neil Französisch,436,743
North,NF-185952,Nicole Fjeld,573,646
North,NF-185953,Nicole Fjeld,2573,106
North,NG-183553,Nat Gilpin,1856,197
North,NG-184302,Nathan Gelder,2288,132
North,NG-184303,Nathan Gelder,2086,164
North,NK-184902,Neil Knudson,70,1172
North,NL-183102,Nancy Lomonaco,1482,289
North,NM-184452,Nathan Mautz,467,729
North,NM-184453,Nathan Mautz,790,527
North,NM-185203,Neoma Murray,1849,200
North,NP-183253,Naresj Patel,1815,207
North,NP-186702,Nora Paige,21,1268
North,NP-186703,Nora Paige,1860,196
North,NP-186852,Nora Pelletier,353,811
North,NP-186853,Nora Pelletier,1160,386
North,NP-187002,Nora Preis,155,1041
North,NP-187003,Nora Preis,207,961
North,NR-185502,Nick Radford,382,790
North,NR-185503,Nick Radford,724,564
North,NS-185052,Neola Schneider,1204,370
North,NS-185053,Neola Schneider,4295,23
North,NS-186402,Noel Staavos,946,462
North,NS-186403,Noel Staavos,1807,210
North,NW-184002,Natalie Webber,827,513
North,NW-184003,Natalie Webber,4014,31
North,NZ-185652,Nick Zandusky,1520,281
North,NZ-185653,Nick Zandusky,133,1075
North,ON-187152,Odella Nelson,1094,403
North,ON-187153,Odella Nelson,2762,92
North,OT-187302,Olvera Toch,1538,275
North,OT-187303,Olvera Toch,709,571
North,PA-190602,Pete Armstrong,728,562
North,PA-190603,Pete Armstrong,1231,363
North,PB-188052,Patrick Bzostek,311,844
North,PB-188053,Patrick Bzostek,170,1016
North,PB-191052,Peter Bühler,1004,435
North,PB-191053,Peter Bühler,60,1193
North,PB-191502,Philip Brown,314,841
North,PB-191503,Philip Brown,85,1150
North,PB-192102,Phillip Breyer,2540,110
North,PB-192103,Phillip Breyer,1137,392
North,PC-187453,Pamela Coakley,75,1161
North,PC-190002,Pauline Chand,1064,418
North,PC-190003,Pauline Chand,157,1038
North,PF-191202,Peter Fuller,26,1261
North,PF-191203,Peter Fuller,254,910
North,PF-191652,Philip Fox,736,558
North,PF-191653,Philip Fox,2183,149
North,PF-192252,Phillip Flathmann,295,860
North,PF-192253,Phillip Flathmann,2093,163
North,PG-188203,Patrick Gardner,1638,253
North,PG-188952,Paul Gonzalez,666,598
North,PG-188953,Paul Gonzalez,1881,187
North,PJ-188353,Patrick Jones,290,868
North,PJ-190152,Pauline Johnson,2955,78
North,PJ-190153,Pauline Johnson,753,546
North,PK-189103,Paul Knutson,1697,238
North,PK-190752,Pete Kriz,2878,82
North,PK-190753,Pete Kriz,136,1070
North,PL-189252,Paul Lucas,170,1017
North,PM-189402,Paul MacIntyre,1093,405
North,PM-189403,Paul MacIntyre,475,724
North,PM-191352,Peter McVee,980,442
North,PM-191353,Peter McVee,105,1113
North,PN-187753,Parhena Norris,1390,309
North,PO-188502,Patrick O'Brill,1384,310
North,PO-188503,Patrick O'Brill,3251,59
North,PO-188652,Patrick O'Donnell,4180,27
North,PO-188653,Patrick O'Donnell,1315,335
North,PO-191803,Philisse Overcash,1058,421
North,PO-191952,Phillina Ober,1529,277
North,PO-191953,Phillina Ober,51,1206
North,PR-188802,Patrick Ryan,1824,203
North,PR-188803,Patrick Ryan,2455,120
North,PS-187602,Pamela Stobb,781,533
North,PS-187603,Pamela Stobb,3126,66
North,PS-189702,Paul Stevenson,391,776
North,PS-189703,Paul Stevenson,1829,201
North,PS-190453,Penelope Sewall,150,1049
North,PT-190902,Pete Takahito,284,872
North,PT-190903,Pete Takahito,2099,161
North,PV-189852,Paul Van Hugh,31,1251
North,PV-189853,Paul Van Hugh,499,707
North,PW-190302,Pauline Webber,3129,65
North,PW-190303,Pauline Webber,1094,404
North,PW-192402,Pierre Wener,172,1011
North,PW-192403,Pierre Wener,421,754
North,QJ-192553,Quincy Jones,510,696
North,RA-192853,Ralph Arnett,437,741
North,RA-198852,Ruben Ausman,497,709
North,RA-198853,Ruben Ausman,976,444
North,RA-199152,Russell Applegate,726,563
North,RA-199153,Russell Applegate,1775,218
North,RA-199453,Ryan Akin,2260,136
North,RB-193302,Randy Bradley,1270,347
North,RB-193303,Randy Bradley,4417,22
North,RB-193602,Raymond Buch,32,1249
North,RB-193603,Raymond Buch,312,843
North,RB-194352,Richard Bierner,72,1169
North,RB-194353,Richard Bierner,1881,188
North,RB-194652,Rick Bensley,166,1022
North,RB-194653,Rick Bensley,180,998
North,RB-195702,Rob Beeghly,176,1003
North,RB-195703,Rob Beeghly,199,971
North,RB-196452,Robert Barroso,89,1141
North,RB-197052,Roger Barcio,37,1235
North,RB-197952,Ross Baird,674,593
North,RB-197953,Ross Baird,1728,229
North,RC-198252,Roy Collins,1736,228
North,RC-198253,Roy Collins,1080,412
North,RC-199602,Ryan Crowe,1041,428
North,RD-194802,Rick Duston,256,909
North,RD-194803,Rick Duston,1862,195
North,RD-195852,Rob Dowd,2323,126
North,RD-195853,Rob Dowd,87,1145
North,RD-196602,Robert Dilbeck,27,1258
North,RD-196603,Robert Dilbeck,469,727
North,RD-197202,Roger Demir,1068,416
North,RD-197203,Roger Demir,87,1146
North,RD-198102,Ross DeVincentis,434,744
North,RD-198103,Ross DeVincentis,844,503
North,RD-199003,Ruben Dartt,1291,341
North,RD-199303,Russell D'Ascenzo,207,962
North,RE-194052,Ricardo Emerson,1122,396
North,RE-194053,Ricardo Emerson,799,523
North,RF-193453,Randy Ferguson,738,556
North,RF-197352,Roland Fjeld,966,453
North,RF-197353,Roland Fjeld,778,535
North,RF-198402,Roy Französisch,389,780
North,RF-198403,Roy Französisch,398,772
North,RH-194953,Rick Hansen,124,1081
North,RH-195102,Rick Huthwaite,814,516
North,RH-195103,Rick Huthwaite,1367,316
North,RH-195552,Ritsa Hightower,874,491
North,RH-195553,Ritsa Hightower,410,765
North,RH-196002,Rob Haberlin,36,1237
North,RH-196003,Rob Haberlin,137,1069
North,RK-193002,Ralph Kennedy,49,1211
North,RK-193003,Ralph Kennedy,2165,151
North,RL-196152,Rob Lucas,197,973
North,RL-196153,Rob Lucas,809,519
North,RM-193752,Raymond Messe,1674,245
North,RM-196752,Robert Marley,1423,299
North,RM-197503,Roland Murray,217,954
North,RO-197802,Rose O'Brian,385,787
North,RO-197803,Rose O'Brian,336,824
North,RP-192702,Rachel Payne,2806,88
North,RP-192703,Rachel Payne,34,1241
North,RP-193902,Resi Pölking,890,481
North,RP-193903,Resi Pölking,552,669
North,RP-198552,Roy Phan,810,518
North,RP-198553,Roy Phan,489,713
North,RR-193153,Ralph Ritter,94,1132
North,RR-195252,Rick Reed,412,762
North,RR-195253,Rick Reed,183,993
North,RS-194202,Ricardo Sperren,1272,345
North,RS-194203,Ricardo Sperren,1396,306
North,RS-197652,Roland Schwarz,855,497
North,RS-197653,Roland Schwarz,983,441
North,RS-198702,Roy Skaria,521,688
North,RS-198703,Roy Skaria,97,1125
North,RW-195402,Rick Wilson,1868,193
North,RW-195403,Rick Wilson,695,581
North,RW-196302,Rob Williams,60,1194
North,RW-196303,Rob Williams,513,695
North,RW-196902,Robert Waldorf,179,1000
North,RW-196903,Robert Waldorf,448,737
North,SA-208302,Sue Ann Reed,3081,70
North,SA-208303,Sue Ann Reed,3825,39
North,SB-201852,Sarah Brown,973,448
North,SB-202902,Sean Braxton,933,465
North,SB-202903,Sean Braxton,416,758
North,SC-200202,Sam Craven,717,567
North,SC-200203,Sam Craven,508,699
North,SC-200502,Sample Company A,1308,338
North,SC-200503,Sample Company A,27,1259
North,SC-200952,Sanjit Chand,1328,326
North,SC-202302,Scot Coram,1320,331
North,SC-202303,Scot Coram,2153,154
North,SC-202602,Scott Cohen,1382,312
North,SC-202603,Scott Cohen,1166,383
North,SC-203052,Sean Christensen,117,1099
North,SC-203053,Sean Christensen,14,1278
North,SC-203802,Shahid Collister,485,718
North,SC-203803,Shahid Collister,309,845
North,SC-204402,Shaun Chance,384,788
North,SC-204403,Shaun Chance,3306,56
North,SC-205752,Sonia Cooley,501,706
North,SC-205753,Sonia Cooley,1873,190
North,SC-206803,Steve Carroll,1074,414
North,SC-206952,Steve Chapman,881,485
North,SC-206953,Steve Chapman,169,1018
North,SC-207252,Steven Cartwright,41,1229
North,SC-207253,Steven Cartwright,1086,407
North,SC-207702,Stewart Carmichael,879,489
North,SC-207703,Stewart Carmichael,1760,222
North,SC-208002,Stuart Calhoun,75,1162
North,SC-208003,Stuart Calhoun,237,933
North,SC-208453,Sung Chung,2060,168
North,SD-204852,Shirley Daniels,2148,156
North,SD-204853,Shirley Daniels,1215,367
North,SE-201102,Sanjit Engle,81,1155
North,SE-201103,Sanjit Engle,3578,46
North,SF-200652,Sandra Flanagan,2152,155
North,SF-200653,Sandra Flanagan,179,1001
North,SF-202002,Sarah Foster,1540,274
North,SF-209652,Sylvia Foulston,568,652
North,SG-200803,Sandra Glassco,168,1019
North,SG-204702,Sheri Gordon,195,978
North,SG-204703,Sheri Gordon,554,667
North,SG-206053,Speros Goranitis,2218,142
North,SG-208902,Susan Gilcrest,3652,44
North,SG-208903,Susan Gilcrest,87,1147
North,SH-199752,Sally Hughsby,327,830
North,SH-199753,Sally Hughsby,824,515
North,SH-203953,Shahid Hopkins,1061,419
North,SH-206352,Stefanie Holloman,1663,248
North,SH-206353,Stefanie Holloman,751,547
North,SJ-201252,Sanjit Jacobs,925,467
North,SJ-201253,Sanjit Jacobs,1375,314
North,SJ-202152,Sarah Jordon,1557,270
North,SJ-202153,Sarah Jordon,4195,26
North,SJ-205003,Shirley Jackson,54,1201
North,SK-199903,Sally Knutson,2812,86
North,SL-201552,Sara Luxemburg,155,1042
North,SL-201553,Sara Luxemburg,1454,294
North,SM-200052,Sally Matthias,459,732
North,SM-200053,Sally Matthias,74,1165
North,SM-203202,Sean Miller,2002,176
North,SM-203203,Sean Miller,25,1263
North,SM-209053,Susan MacKendrick,149,1051
North,SM-209502,Suzanne McNair,621,617
North,SM-209503,Suzanne McNair,1775,219
North,SN-205602,Skye Norling,1252,352
North,SN-205603,Skye Norling,635,609
North,SN-207102,Steve Nguyen,2200,145
North,SN-207103,Steve Nguyen,131,1076
North,SO-203352,Sean O'Donnell,1119,398
North,SO-203353,Sean O'Donnell,1550,272
North,SP-205452,Sibella Parks,208,960
North,SP-205453,Sibella Parks,567,653
North,SP-206202,Stefania Perrino,1138,391
North,SP-206203,Stefania Perrino,159,1034
North,SP-206502,Stephanie Phelps,242,926
North,SP-206503,Stephanie Phelps,1164,384
North,SP-208602,Sung Pak,204,967
North,SP-208603,Sung Pak,1469,292
North,SP-209202,Susan Pistek,194,980
North,SP-209203,Susan Pistek,29,1255
North,SR-204252,Sharelle Roach,1554,271
North,SR-207402,Steven Roelle,1851,199
North,SR-207403,Steven Roelle,590,635
North,SS-201403,Saphhira Shifley,1081,411
North,SS-204103,Shahid Shariari,211,956
North,SS-205152,Shirley Schmidt,618,619
North,SS-205153,Shirley Schmidt,230,940
North,SS-205902,Sonia Sunley,2977,76
North,SS-208753,Sung Shariari,188,987
North,ST-205302,Shui Tom,235,935
North,ST-205303,Shui Tom,389,781
North,SU-206652,Stephanie Ulpright,122,1090
North,SV-203652,Seth Vernon,673,594
North,SV-203653,Seth Vernon,676,592
North,SV-207852,Stewart Visinsky,433,745
North,SV-207853,Stewart Visinsky,541,676
North,SV-208152,Stuart Van,65,1177
North,SV-208153,Stuart Van,1195,374
North,SV-209352,Susan Vittorini,2134,158
North,SV-209353,Susan Vittorini,1621,257
North,SW-202452,Scot Wooten,1611,261
North,SW-202453,Scot Wooten,598,632
North,SW-202752,Scott Williamson,1148,388
North,SW-202753,Scott Williamson,293,862
North,SW-203502,Sean Wendt,1115,400
North,SW-204552,Shaun Weien,276,880
North,SW-204553,Shaun Weien,66,1176
North,SW-207552,Steven Ward,829,511
North,SW-207553,Steven Ward,1811,208
North,SZ-200353,Sam Zeldin,427,749
North,TA-213852,Tom Ashbrook,30,1253
North,TA-213853,Tom Ashbrook,3738,42
North,TB-210552,Ted Butterfield,854,500
North,TB-210553,Ted Butterfield,115,1100
North,TB-211752,Thomas Boland,147,1053
North,TB-211753,Thomas Boland,940,463
North,TB-211902,Thomas Brumley,22,1266
North,TB-211903,Thomas Brumley,428,748
North,TB-212503,Tim Brockman,386,785
North,TB-212802,Toby Braunhardt,999,436
North,TB-212803,Toby Braunhardt,144,1060
North,TB-213552,Todd Boyes,774,536
North,TB-213553,Todd Boyes,1193,375
North,TB-214002,Tom Boeckenhauer,649,605
North,TB-214003,Tom Boeckenhauer,413,761
North,TB-215202,Tracy Blumstein,119,1096
North,TB-215203,Tracy Blumstein,488,715
North,TB-215953,Troy Blackwell,1244,354
North,TB-216252,Trudy Brown,867,494
North,TB-216253,Trudy Brown,2193,148
North,TC-209802,Tamara Chand,214,955
North,TC-209803,Tamara Chand,36,1238
North,TC-211453,Theresa Coyne,5734,9
North,TC-212952,Toby Carlisle,519,691
North,TC-212953,Toby Carlisle,51,1207
North,TC-214753,Tony Chapman,560,664
North,TC-215353,Tracy Collins,584,642
North,TD-209952,Tamara Dahlen,35,1239
North,TD-209953,Tamara Dahlen,476,723
North,TG-213102,Toby Gnade,146,1057
North,TG-213103,Toby Gnade,953,460
North,TG-216402,Trudy Glocke,1463,293
North,TG-216403,Trudy Glocke,665,599
North,TH-211003,Thea Hendricks,174,1006
North,TH-211153,Thea Hudgings,510,697
North,TH-212352,Tiffany House,301,855
North,TH-212353,Tiffany House,196,975
North,TH-215502,Tracy Hopkins,1415,302
North,TH-215503,Tracy Hopkins,141,1064
North,TM-210102,Tamara Manning,1263,350
North,TM-210103,Tamara Manning,924,468
North,TM-214902,Tony Molinari,276,881
North,TM-214903,Tony Molinari,124,1082
North,TN-210402,Tanja Norvell,266,891
North,TN-210403,Tanja Norvell,1633,254
North,TP-211302,Theone Pippenger,857,496
North,TP-211303,Theone Pippenger,3915,36
North,TP-214152,Tom Prescott,97,1126
North,TP-214153,Tom Prescott,749,548
North,TP-215652,Tracy Poddar,1323,329
North,TP-215653,Tracy Poddar,1872,192
North,TR-213252,Toby Ritter,67,1175
North,TS-211603,Theresa Swint,348,817
North,TS-212052,Thomas Seio,504,702
North,TS-212053,Thomas Seio,880,487
North,TS-213402,Toby Swindell,836,508
North,TS-213403,Toby Swindell,2154,153
North,TS-213702,Todd Sumrall,2291,130
North,TS-215053,Tony Sayre,13,1280
North,TS-216102,Troy Staebel,1728,230
North,TS-216103,Troy Staebel,1211,368
North,TS-216552,Trudy Schmidt,2385,122
North,TT-210702,Ted Trevino,533,681
North,TT-210703,Ted Trevino,263,898
North,TT-212202,Thomas Thornton,1789,213
North,TT-212652,Tim Taslimi,251,916
North,TT-212653,Tim Taslimi,84,1152
North,TT-214602,Tonja Turnell,356,808
North,TT-214603,Tonja Turnell,33,1244
North,TW-210252,Tamara Willingham,1752,224
North,TW-210253,Tamara Willingham,521,689
North,TZ-214452,Tom Zandusky,1242,356
North,TZ-214453,Tom Zandusky,1657,250
North,TZ-215802,Tracy Zic,2478,118
North,TZ-215803,Tracy Zic,174,1007
North,VB-217452,Victoria Brennan,265,895
North,VD-216702,Valerie Dominguez,1957,180
North,VD-216703,Valerie Dominguez,142,1062
North,VF-217153,Vicky Freymann,2229,140
North,VG-217902,Vivek Gonzalez,28,1257
North,VG-217903,Vivek Gonzalez,1083,409
North,VG-218052,Vivek Grady,87,1148
North,VG-218053,Vivek Grady,1710,235
North,VM-216853,Valerie Mitchum,1854,198
North,VM-218352,Vivian Mathis,418,757
North,VP-217302,Victor Preis,562,658
North,VP-217303,Victor Preis,1968,179
North,VP-217602,Victoria Pisteka,1866,194
North,VP-217603,Victoria Pisteka,1184,378
North,VS-218202,Vivek Sundaresam,335,826
North,VS-218203,Vivek Sundaresam,22,1267
North,VW-217752,Victoria Wilson,551,671
North,VW-217753,Victoria Wilson,594,633
North,WB-218502,William Brown,502,705
North,WB-218503,William Brown,562,659
North,XP-218652,Xylona Preis,682,587
North,XP-218653,Xylona Preis,11,1281
North,YC-218952,Yoseph Carroll,2862,83
North,YC-218953,Yoseph Carroll,61,1190
North,YS-218802,Yana Sorensen,704,577
North,YS-218803,Yana Sorensen,196,976
North,ZC-219102,Zuschuss Carroll,570,649
North,ZC-219103,Zuschuss Carroll,364,803
North,ZD-219252,Zuschuss Donatelli,270,886
North,ZD-219253,Zuschuss Donatelli,678,590
North Asia,AA-106451,Anna Andreadi,149,514
North Asia,AB-100151,Aaron Bergman,1167,253
North Asia,AB-100601,Adam Bellavance,335,431
North Asia,AB-101501,Aimee Bixby,251,454
North Asia,AB-102551,Alejandro Ballentine,641,349
North Asia,AB-106001,Ann Blume,76,564
North Asia,AC-104201,Alyssa Crouse,3037,80
North Asia,AC-106151,Ann Chong,2182,132
North Asia,AC-106601,Anna Chung,587,366
North Asia,AD-101801,Alan Dominguez,1398,216
North Asia,AF-108701,Art Ferguson,2397,117
North Asia,AF-108851,Art Foster,214,473
North Asia,AG-102701,Alejandro Grove,3495,63
North Asia,AG-103001,Aleksandra Gannaway,1021,272
North Asia,AG-103301,Alex Grayson,42,588
North Asia,AG-104951,Andrew Gjertsen,2675,97
North Asia,AG-107651,Anthony Garverick,97,549
North Asia,AH-100301,Aaron Hawkins,2530,107
North Asia,AH-100751,Adam Hart,151,512
North Asia,AH-101201,Adrian Hane,336,428
North Asia,AH-102101,Alan Hwang,1086,267
North Asia,AH-104651,Amy Hunt,47,580
North Asia,AH-105851,Angele Hood,626,358
North Asia,AH-106901,Anna Häberlin,1177,252
North Asia,AJ-107801,Anthony Jacobs,241,456
North Asia,AJ-107951,Anthony Johnson,217,472
North Asia,AJ-109451,Ashley Jarboe,151,513
North Asia,AM-103601,Alice McCarthy,199,483
North Asia,AM-107051,Anne McFarland,158,508
North Asia,AO-108101,Anthony O'Donnell,200,482
North Asia,AP-107201,Anne Pryor,2411,116
North Asia,AP-109151,Arthur Prichep,5190,22
North Asia,AR-103451,Alex Russell,588,365
North Asia,AR-104051,Allen Rosenblatt,886,293
North Asia,AR-105101,Andrew Roberts,3809,51
North Asia,AR-105401,Andy Reiter,141,524
North Asia,AS-100901,Adam Shillingsburg,544,373
North Asia,AS-101351,Adrian Shami,927,287
North Asia,AS-102251,Alan Schoenberger,3835,50
North Asia,AS-102851,Alejandro Savely,2742,92
North Asia,AS-106301,Ann Steele,104,542
North Asia,AT-104351,Alyssa Tate,55,575
North Asia,AT-107351,Annie Thurman,334,433
North Asia,AW-108401,Anthony Witt,3077,78
North Asia,AW-109301,Arthur Wiediger,1382,219
North Asia,AY-105551,Andy Yotov,228,467
North Asia,AZ-107501,Annie Zypern,229,465
North Asia,BD-113201,Bill Donatelli,2457,112
North Asia,BD-115001,Bradley Drucker,27,603
North Asia,BD-116201,Brian DeCherney,229,466
North Asia,BD-117701,Bryan Davis,1799,166
North Asia,BE-113351,Bill Eplett,5393,20
North Asia,BE-114101,Bobby Elias,1518,198
North Asia,BE-114551,Brad Eason,751,330
North Asia,BF-109751,Barbara Fisher,1888,157
North Asia,BF-110051,Barry Franz,842,303
North Asia,BF-110801,Bart Folk,31,597
North Asia,BF-111701,Ben Ferrer,5568,18
North Asia,BF-112151,Benjamin Farhat,1040,270
North Asia,BG-110351,Barry Gonzalez,2453,113
North Asia,BG-116951,Brooke Gillingham,173,498
North Asia,BG-117401,Bruce Geld,754,329
North Asia,BK-112601,Berenike Kampe,829,307
North Asia,BM-111401,Becky Martin,646,347
North Asia,BM-115751,Brendan Murry,3292,72
North Asia,BM-116501,Brian Moss,86,559
North Asia,BM-117851,Bryan Mills,3648,59
North Asia,BN-114701,Brad Norvell,7074,6
North Asia,BN-115151,Bradley Nguyen,637,353
North Asia,BO-113501,Bill Overfelt,22,608
North Asia,BO-114251,Bobby Odegard,605,364
North Asia,BP-110501,Barry Pond,123,533
North Asia,BP-110951,Bart Pistole,97,550
North Asia,BP-111551,Becky Pak,333,434
North Asia,BP-111851,Ben Peterman,1096,265
North Asia,BP-112301,Benjamin Patterson,78,563
North Asia,BS-113651,Bill Shonely,171,501
North Asia,BS-113801,Bill Stewart,3343,71
North Asia,BS-115901,Brendan Sweed,2152,136
North Asia,BS-117551,Bruce Stewart,159,507
North Asia,BT-113951,Bill Tyler,1765,173
North Asia,BT-114851,Brad Thomas,619,361
North Asia,BT-115301,Bradley Talbott,413,400
North Asia,BT-116801,Brian Thompson,5722,15
North Asia,BV-112451,Benjamin Venier,3870,47
North Asia,BW-111101,Bart Watters,3526,61
North Asia,BW-112001,Ben Wallace,1115,260
North Asia,CA-119651,Carol Adams,9055,1
North Asia,CA-120551,Cathy Armstrong,140,525
North Asia,CA-122651,Christina Anderson,965,280
North Asia,CB-124151,Christy Brittain,311,437
North Asia,CB-125351,Claudia Bergmann,18,613
North Asia,CC-121001,Chad Cunningham,93,554
